Problem ID,Problem Name,Title Tags,Plain Tags,Number Solved
330B,Road Construction,Constructive algorithms|Graphs,constructive algorithms|graphs,4308
330A,Cakeminator,Brute force|Implementation problems programming technics simulation,brute force|implementation,6876
329E,Evil,Mathematics including integration differential equations etc,math,66
329D,The Evil Temple and the Moving Rocks,Constructive algorithms,constructive algorithms,211
329C,Graph Reconstruction,Constructive algorithms,constructive algorithms,451
329B,Biridian Forest,Dfs and similar|Shortest paths on weighted and unweighted graphs,dfs and similar|shortest paths,2238
329A,Purification,Constructive algorithms|Greedy algorithms,constructive algorithms|greedy,2695
328B,Sheldon and Ice Pieces,Greedy algorithms,greedy,472
328A,IQ Test,Implementation problems programming technics simulation,implementation,700
327E,Axis Walking,Bitmasks|Combinatorics|Constructive algorithms|Dynamic programming|Meet-in-the-middle,bitmasks|combinatorics|constructive algorithms|dp|meet-in-the-middle,480
327D,Block Tower,Constructive algorithms|Dfs and similar|Graphs,constructive algorithms|dfs and similar|graphs,1148
327C,Magic Five,Combinatorics|Mathematics including integration differential equations etc,combinatorics|math,1663
327B,Hungry Sequence,Mathematics including integration differential equations etc,math,4773
327A,Flipping Game,Brute force|Dynamic programming|Implementation problems programming technics simulation,brute force|dp|implementation,8041
325E,The Red Button,Combinatorics|Dfs and similar|Disjoint set union|Greedy algorithms,combinatorics|dfs and similar|dsu|greedy,223
325D,Reclamation,Disjoint set union,dsu,173
325C,Monsters and Diamonds,Dfs and similar|Shortest paths on weighted and unweighted graphs,dfs and similar|shortest paths,150
325B,Stadium and Games,Binary search|Mathematics including integration differential equations etc,binary search|math,804
325A,Square and Rectangles,Implementation problems programming technics simulation,implementation,1394
323C,Two permutations,Heaps binary search trees segment trees hash tables etc,data structures,173
323B,Tournament-graph,Constructive algorithms,constructive algorithms,163
323A,Black-and-White Cube,Combinatorics|Constructive algorithms,combinatorics|constructive algorithms,282
322B,Ciel and Flowers,Combinatorics|Mathematics including integration differential equations etc,combinatorics|math,3297
322A,Ciel and Dancing,Greedy algorithms,greedy,4585
321E,Ciel and Gondolas,Heaps binary search trees segment trees hash tables etc|Divide and Conquer|Dynamic programming,data structures|divide and conquer|dp,573
321D,Ciel and Flipboard,Dynamic programming|Greedy algorithms|Mathematics including integration differential equations etc,dp|greedy|math,167
321C,Ciel the Commander,Constructive algorithms|Dfs and similar|Divide and Conquer|Greedy algorithms|Trees,constructive algorithms|dfs and similar|divide and conquer|greedy|trees,1038
321B,Ciel and Duel,Dynamic programming|Graph network flows|Greedy algorithms,dp|flows|greedy,1174
321A,Ciel and Robot,Binary search|Implementation problems programming technics simulation|Mathematics including integration differential equations etc,binary search|implementation|math,2177
320B,Ping-Pong (Easy Version),Dfs and similar|Graphs,dfs and similar|graphs,2380
320A,Magic Numbers,Brute force|Greedy algorithms,brute force|greedy,5861
319E,Ping-Pong,Heaps binary search trees segment trees hash tables etc,data structures,151
319D,Have You Ever Heard About the Word?,Greedy algorithms|Hashing hashtables|Suffix arrays suffix trees suffix automatas etc|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,greedy|hashing|string suffix structures|strings,215
319C,Kalila and Dimna in the Logging Industry,Dynamic programming|Geometry computational geometry,dp|geometry,1019
319B,Psychos in a Line,Heaps binary search trees segment trees hash tables etc|Implementation problems programming technics simulation,data structures|implementation,1334
319A,Malek Dance Club,Combinatorics|Mathematics including integration differential equations etc,combinatorics|math,1566
318B,Strings of Power,Implementation problems programming technics simulation|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc|Two pointers,implementation|strings|two pointers,3406
318A,Even Odds,Mathematics including integration differential equations etc,math,10423
317E,Princess and Her Shadow,Constructive algorithms|Shortest paths on weighted and unweighted graphs,constructive algorithms|shortest paths,70
317D,Game with Powers,Dynamic programming|Games Sprague–Grundy theorem,dp|games,504
317C,Balance,Constructive algorithms|Dfs and similar|Graphs|Trees,constructive algorithms|dfs and similar|graphs|trees,284
317B,Ants,Brute force|Implementation problems programming technics simulation,brute force|implementation,1153
317A,Perfect Pair,Brute force,brute force,2823
316G3,Good Substrings,Suffix arrays suffix trees suffix automatas etc,string suffix structures,170
316G2,Good Substrings,Suffix arrays suffix trees suffix automatas etc,string suffix structures,269
316G1,Good Substrings,Hashing hashtables|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,hashing|strings,632
316F3,Suns and Rays,Constructive algorithms|Dfs and similar|Implementation problems programming technics simulation,constructive algorithms|dfs and similar|implementation,110
316F2,Suns and Rays,,,107
316F1,Suns and Rays,Dfs and similar|Implementation problems programming technics simulation,dfs and similar|implementation,120
316E3,Summer Homework,Heaps binary search trees segment trees hash tables etc|Mathematics including integration differential equations etc,data structures|math,268
316E2,Summer Homework,Heaps binary search trees segment trees hash tables etc|Mathematics including integration differential equations etc,data structures|math,262
316E1,Summer Homework,Brute force|Heaps binary search trees segment trees hash tables etc,brute force|data structures,1094
316D3,PE Lesson,Dynamic programming|Mathematics including integration differential equations etc,dp|math,238
316D2,PE Lesson,Dynamic programming,dp,226
316D1,PE Lesson,Brute force|Dynamic programming,brute force|dp,252
316C2,Tidying Up,Graph network flows|Graph matchings König's theorem vertex cover of bipartite graph,flows|graph matchings,320
316C1,Tidying Up,Graph network flows,flows,343
316B2,EKG,Dfs and similar|Dynamic programming,dfs and similar|dp,1140
316B1,EKG,Brute force|Dfs and similar,brute force|dfs and similar,1082
316A2,Special Task,Mathematics including integration differential equations etc,math,1639
316A1,Special Task,Greedy algorithms,greedy,1886
315B,Sereja and Array,Implementation problems programming technics simulation,implementation,3013
315A,Sereja and Bottles,Brute force,brute force,2892
314E,Sereja and Squares,Dynamic programming,dp,127
314D,Sereja and Straight Lines,Binary search|Heaps binary search trees segment trees hash tables etc|Geometry computational geometry|Sortings orderings|Two pointers,binary search|data structures|geometry|sortings|two pointers,279
314C,Sereja and Subsequences,Heaps binary search trees segment trees hash tables etc|Dynamic programming,data structures|dp,930
314B,Sereja and Periods,Binary search|Dfs and similar|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,binary search|dfs and similar|strings,821
314A,Sereja and Contest,Implementation problems programming technics simulation,implementation,1451
313E,Ilya and Two Numbers,Constructive algorithms|Heaps binary search trees segment trees hash tables etc|Disjoint set union|Greedy algorithms,constructive algorithms|data structures|dsu|greedy,278
313D,Ilya and Roads,Dynamic programming,dp,729
313C,Ilya and Matrix,Constructive algorithms|Greedy algorithms|Implementation problems programming technics simulation|Sortings orderings,constructive algorithms|greedy|implementation|sortings,2358
313B,Ilya and Queries,Dynamic programming|Implementation problems programming technics simulation,dp|implementation,6641
313A,Ilya and Bank Account,Implementation problems programming technics simulation|Number theory: Euler function GCD divisibility etc,implementation|number theory,8940
312B,Archer,Mathematics including integration differential equations etc|Probabilities expected values statistics random variables etc,math|probabilities,3144
312A,Whose sentence is it?,Implementation problems programming technics simulation,implementation,2970
311E,Biologist,Graph network flows,flows,164
311D,Interval Cubing,Heaps binary search trees segment trees hash tables etc|Mathematics including integration differential equations etc,data structures|math,311
311C,Fetch the Treasure,Brute force|Heaps binary search trees segment trees hash tables etc|Shortest paths on weighted and unweighted graphs,brute force|data structures|shortest paths,220
311B,Cats Transport,Heaps binary search trees segment trees hash tables etc|Dynamic programming,data structures|dp,516
311A,The Closest Pair,Constructive algorithms|Implementation problems programming technics simulation,constructive algorithms|implementation,2371
